# t p0=0.20 p0=0.45 p0=0.66 p0=0.75 p0=0.85
18.550000 0.000000 0.000000 0.999852 0.999997 0.999999
18.560000 0.000000 0.000000 0.999853 0.999997 0.999999
18.570000 0.000000 0.000000 0.999854 0.999997 0.999999
18.580000 0.000000 0.000000 0.999855 0.999997 0.999999
18.590000 0.000000 0.000000 0.999856 0.999997 0.999999
18.600000 0.000000 0.000000 0.999857 0.999997 0.999999
18.610000 0.000000 0.000000 0.999858 0.999997 0.999999
18.620000 0.000000 0.000000 0.999859 0.999997 0.999999
18.630000 0.000000 0.000000 0.999860 0.999997 0.999999
18.640000 0.000000 0.000000 0.999861 0.999997 0.999999
18.650000 0.000000 0.000000 0.999862 0.999997 0.999999
18.660000 0.000000 0.000000 0.999863 0.999997 0.999999
18.670000 0.000000 0.000000 0.999864 0.999997 0.999999
18.680000 0.000000 0.000000 0.999865 0.999997 0.999999
18.690000 0.000000 0.000000 0.999866 0.999997 0.999999
18.700000 0.000000 0.000000 0.999867 0.999997 0.999999
18.710000 0.000000 0.000000 0.999868 0.999997 0.999999
18.720000 0.000000 0.000000 0.999869 0.999997 0.999999
18.730000 0.000000 0.000000 0.999870 0.999997 0.999999
18.740000 0.000000 0.000000 0.999870 0.999997 0.999999
18.750000 0.000000 0.000000 0.999871 0.999997 0.999999
18.760000 0.000000 0.000000 0.999872 0.999997 0.999999
18.770000 0.000000 0.000000 0.999873 0.999997 0.999999
18.780000 0.000000 0.000000 0.999874 0.999997 0.999999
18.790000 0.000000 0.000000 0.999875 0.999997 0.999999
18.800000 0.000000 0.000000 0.999876 0.999997 0.999999
18.810000 0.000000 0.000000 0.999877 0.999997 0.999999
18.820000 0.000000 0.000000 0.999877 0.999997 0.999999
18.830000 0.000000 0.000000 0.999878 0.999997 0.999999
18.840000 0.000000 0.000000 0.999879 0.999997 0.999999
18.850000 0.000000 0.000000 0.999880 0.999997 0.999999
18.860000 0.000000 0.000000 0.999881 0.999997 0.999999
18.870000 0.000000 0.000000 0.999882 0.999997 0.999999
18.880000 0.000000 0.000000 0.999883 0.999997 0.999999
18.890000 0.000000 0.000000 0.999883 0.999997 0.999999
18.900000 0.000000 0.000000 0.999884 0.999997 0.999999
18.910000 0.000000 0.000000 0.999885 0.999997 0.999999
18.920000 0.000000 0.000000 0.999886 0.999997 0.999999
18.930000 0.000000 0.000000 0.999887 0.999997 0.999999
18.940000 0.000000 0.000000 0.999887 0.999997 0.999999
18.950000 0.000000 0.000000 0.999888 0.999997 0.999999
18.960000 0.000000 0.000000 0.999889 0.999997 0.999999
18.970000 0.000000 0.000000 0.999890 0.999997 0.999999
18.980000 0.000000 0.000000 0.999890 0.999998 0.999999
18.990000 0.000000 0.000000 0.999891 0.999998 0.999999
19.000000 0.000000 0.000000 0.999892 0.999998 0.999999
19.010000 0.000000 0.000000 0.999893 0.999998 0.999999
19.020000 0.000000 0.000000 0.999893 0.999998 0.999999
19.030000 0.000000 0.000000 0.999894 0.999998 0.999999
19.040000 0.000000 0.000000 0.999895 0.999998 0.999999
19.050000 0.000000 0.000000 0.999896 0.999998 0.999999
19.060000 0.000000 0.000000 0.999896 0.999998 0.999999
19.070000 0.000000 0.000000 0.999897 0.999998 0.999999
19.080000 0.000000 0.000000 0.999898 0.999998 0.999999
19.090000 0.000000 0.000000 0.999899 0.999998 0.999999
19.100000 0.000000 0.000000 0.999899 0.999998 0.999999
19.110000 0.000000 0.000000 0.999900 0.999998 0.999999
19.120000 0.000000 0.000000 0.999901 0.999998 0.999999
19.130000 0.000000 0.000000 0.999901 0.999998 1.000000
19.140000 0.000000 0.000000 0.999902 0.999998 1.000000
19.150000 0.000000 0.000000 0.999903 0.999998 1.000000
19.160000 0.000000 0.000000 0.999903 0.999998 1.000000
19.170000 0.000000 0.000000 0.999904 0.999998 1.000000
19.180000 0.000000 0.000000 0.999905 0.999998 1.000000
19.190000 0.000000 0.000000 0.999905 0.999998 1.000000
19.200000 0.000000 0.000000 0.999906 0.999998 1.000000
19.210000 0.000000 0.000000 0.999907 0.999998 1.000000
19.220000 0.000000 0.000000 0.999907 0.999998 1.000000
19.230000 0.000000 0.000000 0.999908 0.999998 1.000000
19.240000 0.000000 0.000000 0.999909 0.999998 1.000000
19.250000 0.000000 0.000000 0.999909 0.999998 1.000000
19.260000 0.000000 0.000000 0.999910 0.999998 1.000000
19.270000 0.000000 0.000000 0.999911 0.999998 1.000000
19.280000 0.000000 0.000000 0.999911 0.999998 1.000000
19.290000 0.000000 0.000000 0.999912 0.999998 1.000000
19.300000 0.000000 0.000000 0.999912 0.999998 1.000000
19.310000 0.000000 0.000000 0.999913 0.999998 1.000000
19.320000 0.000000 0.000000 0.999914 0.999998 1.000000
19.330000 0.000000 0.000000 0.999914 0.999998 1.000000
19.340000 0.000000 0.000000 0.999915 0.999998 1.000000
19.350000 0.000000 0.000000 0.999915 0.999998 1.000000
19.360000 0.000000 0.000000 0.999916 0.999998 1.000000
19.370000 0.000000 0.000000 0.999917 0.999998 1.000000
19.380000 0.000000 0.000000 0.999917 0.999998 1.000000
19.390000 0.000000 0.000000 0.999918 0.999998 1.000000
19.400000 0.000000 0.000000 0.999918 0.999998 1.000000
19.410000 0.000000 0.000000 0.999919 0.999998 1.000000
19.420000 0.000000 0.000000 0.999919 0.999998 1.000000
19.430000 0.000000 0.000000 0.999920 0.999998 1.000000
19.440000 0.000000 0.000000 0.999921 0.999998 1.000000
19.450000 0.000000 0.000000 0.999921 0.999998 1.000000
19.460000 0.000000 0.000000 0.999922 0.999998 1.000000
19.470000 0.000000 0.000000 0.999922 0.999998 1.000000
19.480000 0.000000 0.000000 0.999923 0.999998 1.000000
19.490000 0.000000 0.000000 0.999923 0.999998 1.000000
19.500000 0.000000 0.000000 0.999924 0.999998 1.000000
19.510000 0.000000 0.000000 0.999924 0.999998 1.000000
19.520000 0.000000 0.000000 0.999925 0.999998 1.000000
19.530000 0.000000 0.000000 0.999925 0.999998 1.000000
19.540000 0.000000 0.000000 0.999926 0.999998 1.000000
19.550000 0.000000 0.000000 0.999926 0.999998 1.000000
19.560000 0.000000 0.000000 0.999927 0.999998 1.000000
19.570000 0.000000 0.000000 0.999928 0.999998 1.000000
19.580000 0.000000 0.000000 0.999928 0.999998 1.000000
19.590000 0.000000 0.000000 0.999929 0.999998 1.000000
19.600000 0.000000 0.000000 0.999929 0.999998 1.000000
19.610000 0.000000 0.000000 0.999930 0.999998 1.000000
19.620000 0.000000 0.000000 0.999930 0.999998 1.000000
19.630000 0.000000 0.000000 0.999930 0.999998 1.000000
19.640000 0.000000 0.000000 0.999931 0.999998 1.000000
19.650000 0.000000 0.000000 0.999931 0.999998 1.000000
19.660000 0.000000 0.000000 0.999932 0.999998 1.000000
19.670000 0.000000 0.000000 0.999932 0.999998 1.000000
19.680000 0.000000 0.000000 0.999933 0.999998 1.000000
19.690000 0.000000 0.000000 0.999933 0.999998 1.000000
19.700000 0.000000 0.000000 0.999934 0.999998 1.000000
19.710000 0.000000 0.000000 0.999934 0.999999 1.000000
19.720000 0.000000 0.000000 0.999935 0.999999 1.000000
19.730000 0.000000 0.000000 0.999935 0.999999 1.000000
19.740000 0.000000 0.000000 0.999936 0.999999 1.000000
19.750000 0.000000 0.000000 0.999936 0.999999 1.000000
19.760000 0.000000 0.000000 0.999937 0.999999 1.000000
19.770000 0.000000 0.000000 0.999937 0.999999 1.000000
19.780000 0.000000 0.000000 0.999937 0.999999 1.000000
19.790000 0.000000 0.000000 0.999938 0.999999 1.000000
19.800000 0.000000 0.000000 0.999938 0.999999 1.000000
19.810000 0.000000 0.000000 0.999939 0.999999 1.000000
19.820000 0.000000 0.000000 0.999939 0.999999 1.000000
19.830000 0.000000 0.000000 0.999940 0.999999 1.000000
19.840000 0.000000 0.000000 0.999940 0.999999 1.000000
19.850000 0.000000 0.000000 0.999940 0.999999 1.000000
19.860000 0.000000 0.000000 0.999941 0.999999 1.000000
19.870000 0.000000 0.000000 0.999941 0.999999 1.000000
19.880000 0.000000 0.000000 0.999942 0.999999 1.000000
19.890000 0.000000 0.000000 0.999942 0.999999 1.000000
19.900000 0.000000 0.000000 0.999942 0.999999 1.000000
19.910000 0.000000 0.000000 0.999943 0.999999 1.000000
19.920000 0.000000 0.000000 0.999943 0.999999 1.000000
19.930000 0.000000 0.000000 0.999944 0.999999 1.000000
19.940000 0.000000 0.000000 0.999944 0.999999 1.000000
19.950000 0.000000 0.000000 0.999944 0.999999 1.000000
19.960000 0.000000 0.000000 0.999945 0.999999 1.000000
19.970000 0.000000 0.000000 0.999945 0.999999 1.000000
19.980000 0.000000 0.000000 0.999946 0.999999 1.000000
19.990000 0.000000 0.000000 0.999946 0.999999 1.000000
20.000000 0.000000 0.000000 0.999946 0.999999 1.000000
20.010000 0.000000 0.000000 0.999947 0.999999 1.000000
20.020000 0.000000 0.000000 0.999947 0.999999 1.000000
20.030000 0.000000 0.000000 0.999947 0.999999 1.000000
20.040000 0.000000 0.000000 0.999948 0.999999 1.000000
20.050000 0.000000 0.000000 0.999948 0.999999 1.000000
20.060000 0.000000 0.000000 0.999949 0.999999 1.000000
20.070000 0.000000 0.000000 0.999949 0.999999 1.000000
20.080000 0.000000 0.000000 0.999949 0.999999 1.000000
20.090000 0.000000 0.000000 0.999950 0.999999 1.000000
20.100000 0.000000 0.000000 0.999950 0.999999 1.000000
20.110000 0.000000 0.000000 0.999950 0.999999 1.000000
20.120000 0.000000 0.000000 0.999951 0.999999 1.000000
20.130000 0.000000 0.000000 0.999951 0.999999 1.000000
20.140000 0.000000 0.000000 0.999951 0.999999 1.000000
20.150000 0.000000 0.000000 0.999952 0.999999 1.000000
20.160000 0.000000 0.000000 0.999952 0.999999 1.000000
20.170000 0.000000 0.000000 0.999952 0.999999 1.000000
20.180000 0.000000 0.000000 0.999953 0.999999 1.000000
20.190000 0.000000 0.000000 0.999953 0.999999 1.000000
20.200000 0.000000 0.000000 0.999953 0.999999 1.000000
20.210000 0.000000 0.000000 0.999954 0.999999 1.000000
20.220000 0.000000 0.000000 0.999954 0.999999 1.000000
20.230000 0.000000 0.000000 0.999954 0.999999 1.000000
20.240000 0.000000 0.000000 0.999955 0.999999 1.000000
20.250000 0.000000 0.000000 0.999955 0.999999 1.000000
20.260000 0.000000 0.000000 0.999955 0.999999 1.000000
20.270000 0.000000 0.000000 0.999956 0.999999 1.000000
20.280000 0.000000 0.000000 0.999956 0.999999 1.000000
20.290000 0.000000 0.000000 0.999956 0.999999 1.000000
20.300000 0.000000 0.000000 0.999957 0.999999 1.000000
20.310000 0.000000 0.000000 0.999957 0.999999 1.000000
20.320000 0.000000 0.000000 0.999957 0.999999 1.000000
20.330000 0.000000 0.000000 0.999957 0.999999 1.000000
20.340000 0.000000 0.000000 0.999958 0.999999 1.000000
20.350000 0.000000 0.000000 0.999958 0.999999 1.000000
20.360000 0.000000 0.000000 0.999958 0.999999 1.000000
20.370000 0.000000 0.000000 0.999959 0.999999 1.000000
20.380000 0.000000 0.000000 0.999959 0.999999 1.000000
20.390000 0.000000 0.000000 0.999959 0.999999 1.000000
20.400000 0.000000 0.000000 0.999959 0.999999 1.000000
20.410000 0.000000 0.000000 0.999960 0.999999 1.000000
20.420000 0.000000 0.000000 0.999960 0.999999 1.000000
20.430000 0.000000 0.000000 0.999960 0.999999 1.000000
20.440000 0.000000 0.000000 0.999961 0.999999 1.000000
20.450000 0.000000 0.000000 0.999961 0.999999 1.000000
20.460000 0.000000 0.000000 0.999961 0.999999 1.000000
20.470000 0.000000 0.000000 0.999961 0.999999 1.000000
20.480000 0.000000 0.000000 0.999962 0.999999 1.000000
20.490000 0.000000 0.000000 0.999962 0.999999 1.000000
20.500000 0.000000 0.000000 0.999962 0.999999 1.000000
20.510000 0.000000 0.000000 0.999962 0.999999 1.000000
20.520000 0.000000 0.000000 0.999963 0.999999 1.000000
20.530000 0.000000 0.000000 0.999963 0.999999 1.000000
20.540000 0.000000 0.000000 0.999963 0.999999 1.000000
20.550000 0.000000 0.000000 0.999963 0.999999 1.000000
20.560000 0.000000 0.000000 0.999964 0.999999 1.000000
20.570000 0.000000 0.000000 0.999964 0.999999 1.000000
20.580000 0.000000 0.000000 0.999964 0.999999 1.000000
20.590000 0.000000 0.000000 0.999964 0.999999 1.000000
20.600000 0.000000 0.000000 0.999965 0.999999 1.000000
20.610000 0.000000 0.000000 0.999965 0.999999 1.000000
20.620000 0.000000 0.000000 0.999965 0.999999 1.000000
20.630000 0.000000 0.000000 0.999965 0.999999 1.000000
20.640000 0.000000 0.000000 0.999966 0.999999 1.000000
20.650000 0.000000 0.000000 0.999966 0.999999 1.000000
20.660000 0.000000 0.000000 0.999966 0.999999 1.000000
20.670000 0.000000 0.000000 0.999966 0.999999 1.000000
20.680000 0.000000 0.000000 0.999967 0.999999 1.000000
20.690000 0.000000 0.000000 0.999967 0.999999 1.000000
20.700000 0.000000 0.000000 0.999967 0.999999 1.000000
20.710000 0.000000 0.000000 0.999967 0.999999 1.000000
20.720000 0.000000 0.000000 0.999968 0.999999 1.000000
20.730000 0.000000 0.000000 0.999968 0.999999 1.000000
20.740000 0.000000 0.000000 0.999968 0.999999 1.000000
20.750000 0.000000 0.000000 0.999968 0.999999 1.000000
20.760000 0.000000 0.000000 0.999968 0.999999 1.000000
20.770000 0.000000 0.000000 0.999969 0.999999 1.000000
20.780000 0.000000 0.000000 0.999969 0.999999 1.000000
20.790000 0.000000 0.000000 0.999969 0.999999 1.000000
20.800000 0.000000 0.000000 0.999969 0.999999 1.000000
20.810000 0.000000 0.000000 0.999970 0.999999 1.000000
20.820000 0.000000 0.000000 0.999970 0.999999 1.000000
20.830000 0.000000 0.000000 0.999970 0.999999 1.000000
20.840000 0.000000 0.000000 0.999970 0.999999 1.000000
20.850000 0.000000 0.000000 0.999970 0.999999 1.000000
20.860000 0.000000 0.000000 0.999971 0.999999 1.000000
20.870000 0.000000 0.000000 0.999971 0.999999 1.000000
20.880000 0.000000 0.000000 0.999971 0.999999 1.000000
20.890000 0.000000 0.000000 0.999971 0.999999 1.000000
20.900000 0.000000 0.000000 0.999971 0.999999 1.000000
20.910000 0.000000 0.000000 0.999972 0.999999 1.000000
20.920000 0.000000 0.000000 0.999972 0.999999 1.000000
20.930000 0.000000 0.000000 0.999972 0.999999 1.000000
20.940000 0.000000 0.000000 0.999972 0.999999 1.000000
20.950000 0.000000 0.000000 0.999972 0.999999 1.000000
20.960000 0.000000 0.000000 0.999973 0.999999 1.000000
20.970000 0.000000 0.000000 0.999973 0.999999 1.000000
20.980000 0.000000 0.000000 0.999973 0.999999 1.000000
20.990000 0.000000 0.000000 0.999973 0.999999 1.000000
21.000000 0.000000 0.000000 0.999973 0.999999 1.000000
21.010000 0.000000 0.000000 0.999974 0.999999 1.000000
21.020000 0.000000 0.000000 0.999974 0.999999 1.000000
21.030000 0.000000 0.000000 0.999974 0.999999 1.000000
21.040000 0.000000 0.000000 0.999974 0.999999 1.000000
21.050000 0.000000 0.000000 0.999974 0.999999 1.000000
21.060000 0.000000 0.000000 0.999974 0.999999 1.000000
21.070000 0.000000 0.000000 0.999975 0.999999 1.000000
21.080000 0.000000 0.000000 0.999975 0.999999 1.000000
21.090000 0.000000 0.000000 0.999975 0.999999 1.000000
21.100000 0.000000 0.000000 0.999975 0.999999 1.000000
21.110000 0.000000 0.000000 0.999975 0.999999 1.000000
21.120000 0.000000 0.000000 0.999976 0.999999 1.000000
21.130000 0.000000 0.000000 0.999976 0.999999 1.000000
21.140000 0.000000 0.000000 0.999976 0.999999 1.000000
21.150000 0.000000 0.000000 0.999976 0.999999 1.000000
21.160000 0.000000 0.000000 0.999976 0.999999 1.000000
21.170000 0.000000 0.000000 0.999976 0.999999 1.000000
21.180000 0.000000 0.000000 0.999977 0.999999 1.000000
21.190000 0.000000 0.000000 0.999977 0.999999 1.000000
21.200000 0.000000 0.000000 0.999977 0.999999 1.000000
21.210000 0.000000 0.000000 0.999977 0.999999 1.000000
21.220000 0.000000 0.000000 0.999977 0.999999 1.000000
21.230000 0.000000 0.000000 0.999977 0.999999 1.000000
21.240000 0.000000 0.000000 0.999977 0.999999 1.000000
21.250000 0.000000 0.000000 0.999978 0.999999 1.000000
21.260000 0.000000 0.000000 0.999978 0.999999 1.000000
21.270000 0.000000 0.000000 0.999978 0.999999 1.000000
21.280000 0.000000 0.000000 0.999978 1.000000 1.000000
21.290000 0.000000 0.000000 0.999978 1.000000 1.000000
21.300000 0.000000 0.000000 0.999978 1.000000 1.000000
21.310000 0.000000 0.000000 0.999979 1.000000 1.000000
21.320000 0.000000 0.000000 0.999979 1.000000 1.000000
21.330000 0.000000 0.000000 0.999979 1.000000 1.000000
21.340000 0.000000 0.000000 0.999979 1.000000 1.000000
21.350000 0.000000 0.000000 0.999979 1.000000 1.000000
21.360000 0.000000 0.000000 0.999979 1.000000 1.000000
21.370000 0.000000 0.000000 0.999979 1.000000 1.000000
21.380000 0.000000 0.000000 0.999980 1.000000 1.000000
21.390000 0.000000 0.000000 0.999980 1.000000 1.000000
21.400000 0.000000 0.000000 0.999980 1.000000 1.000000
21.410000 0.000000 0.000000 0.999980 1.000000 1.000000
21.420000 0.000000 0.000000 0.999980 1.000000 1.000000
21.430000 0.000000 0.000000 0.999980 1.000000 1.000000
21.440000 0.000000 0.000000 0.999980 1.000000 1.000000
21.450000 0.000000 0.000000 0.999981 1.000000 1.000000
21.460000 0.000000 0.000000 0.999981 1.000000 1.000000
21.470000 0.000000 0.000000 0.999981 1.000000 1.000000
21.480000 0.000000 0.000000 0.999981 1.000000 1.000000
21.490000 0.000000 0.000000 0.999981 1.000000 1.000000
21.500000 0.000000 0.000000 0.999981 1.000000 1.000000
21.510000 0.000000 0.000000 0.999981 1.000000 1.000000
21.520000 0.000000 0.000000 0.999981 1.000000 1.000000
21.530000 0.000000 0.000000 0.999982 1.000000 1.000000
21.540000 0.000000 0.000000 0.999982 1.000000 1.000000
21.550000 0.000000 0.000000 0.999982 1.000000 1.000000
21.560000 0.000000 0.000000 0.999982 1.000000 1.000000
21.570000 0.000000 0.000000 0.999982 1.000000 1.000000
21.580000 0.000000 0.000000 0.999982 1.000000 1.000000
21.590000 0.000000 0.000000 0.999982 1.000000 1.000000
21.600000 0.000000 0.000000 0.999982 1.000000 1.000000
21.610000 0.000000 0.000000 0.999983 1.000000 1.000000
21.620000 0.000000 0.000000 0.999983 1.000000 1.000000
21.630000 0.000000 0.000000 0.999983 1.000000 1.000000
21.640000 0.000000 0.000000 0.999983 1.000000 1.000000
21.650000 0.000000 0.000000 0.999983 1.000000 1.000000
21.660000 0.000000 0.000000 0.999983 1.000000 1.000000
21.670000 0.000000 0.000000 0.999983 1.000000 1.000000
21.680000 0.000000 0.000000 0.999983 1.000000 1.000000
21.690000 0.000000 0.000000 0.999984 1.000000 1.000000
21.700000 0.000000 0.000000 0.999984 1.000000 1.000000
21.710000 0.000000 0.000000 0.999984 1.000000 1.000000
21.720000 0.000000 0.000000 0.999984 1.000000 1.000000
21.730000 0.000000 0.000000 0.999984 1.000000 1.000000
21.740000 0.000000 0.000000 0.999984 1.000000 1.000000
21.750000 0.000000 0.000000 0.999984 1.000000 1.000000
21.760000 0.000000 0.000000 0.999984 1.000000 1.000000
21.770000 0.000000 0.000000 0.999984 1.000000 1.000000
21.780000 0.000000 0.000000 0.999985 1.000000 1.000000
21.790000 0.000000 0.000000 0.999985 1.000000 1.000000
21.800000 0.000000 0.000000 0.999985 1.000000 1.000000
21.810000 0.000000 0.000000 0.999985 1.000000 1.000000
21.820000 0.000000 0.000000 0.999985 1.000000 1.000000
21.830000 0.000000 0.000000 0.999985 1.000000 1.000000
21.840000 0.000000 0.000000 0.999985 1.000000 1.000000
21.850000 0.000000 0.000000 0.999985 1.000000 1.000000
21.860000 0.000000 0.000000 0.999985 1.000000 1.000000
21.870000 0.000000 0.000000 0.999986 1.000000 1.000000
21.880000 0.000000 0.000000 0.999986 1.000000 1.000000
21.890000 0.000000 0.000000 0.999986 1.000000 1.000000
21.900000 0.000000 0.000000 0.999986 1.000000 1.000000
21.910000 0.000000 0.000000 0.999986 1.000000 1.000000
21.920000 0.000000 0.000000 0.999986 1.000000 1.000000
21.930000 0.000000 0.000000 0.999986 1.000000 1.000000
21.940000 0.000000 0.000000 0.999986 1.000000 1.000000
21.950000 0.000000 0.000000 0.999986 1.000000 1.000000
21.960000 0.000000 0.000000 0.999986 1.000000 1.000000
21.970000 0.000000 0.000000 0.999986 1.000000 1.000000
21.980000 0.000000 0.000000 0.999987 1.000000 1.000000
21.990000 0.000000 0.000000 0.999987 1.000000 1.000000
22.000000 0.000000 0.000000 0.999987 1.000000 1.000000
22.010000 0.000000 0.000000 0.999987 1.000000 1.000000
22.020000 0.000000 0.000000 0.999987 1.000000 1.000000
22.030000 0.000000 0.000000 0.999987 1.000000 1.000000
22.040000 0.000000 0.000000 0.999987 1.000000 1.000000
22.050000 0.000000 0.000000 0.999987 1.000000 1.000000
22.060000 0.000000 0.000000 0.999987 1.000000 1.000000
22.070000 0.000000 0.000000 0.999987 1.000000 1.000000
22.080000 0.000000 0.000000 0.999987 1.000000 1.000000
22.090000 0.000000 0.000000 0.999988 1.000000 1.000000
22.100000 0.000000 0.000000 0.999988 1.000000 1.000000
22.110000 0.000000 0.000000 0.999988 1.000000 1.000000
22.120000 0.000000 0.000000 0.999988 1.000000 1.000000
22.130000 0.000000 0.000000 0.999988 1.000000 1.000000
22.140000 0.000000 0.000000 0.999988 1.000000 1.000000
22.150000 0.000000 0.000000 0.999988 1.000000 1.000000
22.160000 0.000000 0.000000 0.999988 1.000000 1.000000
22.170000 0.000000 0.000000 0.999988 1.000000 1.000000
22.180000 0.000000 0.000000 0.999988 1.000000 1.000000
22.190000 0.000000 0.000000 0.999988 1.000000 1.000000
22.200000 0.000000 0.000000 0.999988 1.000000 1.000000
22.210000 0.000000 0.000000 0.999989 1.000000 1.000000
22.220000 0.000000 0.000000 0.999989 1.000000 1.000000
22.230000 0.000000 0.000000 0.999989 1.000000 1.000000
22.240000 0.000000 0.000000 0.999989 1.000000 1.000000
22.250000 0.000000 0.000000 0.999989 1.000000 1.000000
22.260000 0.000000 0.000000 0.999989 1.000000 1.000000
22.270000 0.000000 0.000000 0.999989 1.000000 1.000000
22.280000 0.000000 0.000000 0.999989 1.000000 1.000000
22.290000 0.000000 0.000000 0.999989 1.000000 1.000000
22.300000 0.000000 0.000000 0.999989 1.000000 1.000000
22.310000 0.000000 0.000000 0.999989 1.000000 1.000000
22.320000 0.000000 0.000000 0.999989 1.000000 1.000000
22.330000 0.000000 0.000000 0.999989 1.000000 1.000000
22.340000 0.000000 0.000000 0.999990 1.000000 1.000000
22.350000 0.000000 0.000000 0.999990 1.000000 1.000000
22.360000 0.000000 0.000000 0.999990 1.000000 1.000000
22.370000 0.000000 0.000000 0.999990 1.000000 1.000000
22.380000 0.000000 0.000000 0.999990 1.000000 1.000000
22.390000 0.000000 0.000000 0.999990 1.000000 1.000000
22.400000 0.000000 0.000000 0.999990 1.000000 1.000000
22.410000 0.000000 0.000000 0.999990 1.000000 1.000000
22.420000 0.000000 0.000000 0.999990 1.000000 1.000000
22.430000 0.000000 0.000000 0.999990 1.000000 1.000000
22.440000 0.000000 0.000000 0.999990 1.000000 1.000000
22.450000 0.000000 0.000000 0.999990 1.000000 1.000000
22.460000 0.000000 0.000000 0.999990 1.000000 1.000000
22.470000 0.000000 0.000000 0.999990 1.000000 1.000000
22.480000 0.000000 0.000000 0.999991 1.000000 1.000000
22.490000 0.000000 0.000000 0.999991 1.000000 1.000000
22.500000 0.000000 0.000000 0.999991 1.000000 1.000000
22.510000 0.000000 0.000000 0.999991 1.000000 1.000000
22.520000 0.000000 0.000000 0.999991 1.000000 1.000000
22.530000 0.000000 0.000000 0.999991 1.000000 1.000000
22.540000 0.000000 0.000000 0.999991 1.000000 1.000000
22.550000 0.000000 0.000000 0.999991 1.000000 1.000000
22.560000 0.000000 0.000000 0.999991 1.000000 1.000000
22.570000 0.000000 0.000000 0.999991 1.000000 1.000000
22.580000 0.000000 0.000000 0.999991 1.000000 1.000000
22.590000 0.000000 0.000000 0.999991 1.000000 1.000000
22.600000 0.000000 0.000000 0.999991 1.000000 1.000000
22.610000 0.000000 0.000000 0.999991 1.000000 1.000000
22.620000 0.000000 0.000000 0.999991 1.000000 1.000000
22.630000 0.000000 0.000000 0.999991 1.000000 1.000000
22.640000 0.000000 0.000000 0.999992 1.000000 1.000000
22.650000 0.000000 0.000000 0.999992 1.000000 1.000000
22.660000 0.000000 0.000000 0.999992 1.000000 1.000000
22.670000 0.000000 0.000000 0.999992 1.000000 1.000000
22.680000 0.000000 0.000000 0.999992 1.000000 1.000000
22.690000 0.000000 0.000000 0.999992 1.000000 1.000000
22.700000 0.000000 0.000000 0.999992 1.000000 1.000000
22.710000 0.000000 0.000000 0.999992 1.000000 1.000000
22.720000 0.000000 0.000000 0.999992 1.000000 1.000000
22.730000 0.000000 0.000000 0.999992 1.000000 1.000000
22.740000 0.000000 0.000000 0.999992 1.000000 1.000000
22.750000 0.000000 0.000000 0.999992 1.000000 1.000000
22.760000 0.000000 0.000000 0.999992 1.000000 1.000000
22.770000 0.000000 0.000000 0.999992 1.000000 1.000000
22.780000 0.000000 0.000000 0.999992 1.000000 1.000000
22.790000 0.000000 0.000000 0.999992 1.000000 1.000000
22.800000 0.000000 0.000000 0.999992 1.000000 1.000000
22.810000 0.000000 0.000000 0.999992 1.000000 1.000000
22.820000 0.000000 0.000000 0.999993 1.000000 1.000000
22.830000 0.000000 0.000000 0.999993 1.000000 1.000000
22.840000 0.000000 0.000000 0.999993 1.000000 1.000000
22.850000 0.000000 0.000000 0.999993 1.000000 1.000000
22.860000 0.000000 0.000000 0.999993 1.000000 1.000000
22.870000 0.000000 0.000000 0.999993 1.000000 1.000000
22.880000 0.000000 0.000000 0.999993 1.000000 1.000000
22.890000 0.000000 0.000000 0.999993 1.000000 1.000000
22.900000 0.000000 0.000000 0.999993 1.000000 1.000000
22.910000 0.000000 0.000000 0.999993 1.000000 1.000000
22.920000 0.000000 0.000000 0.999993 1.000000 1.000000
22.930000 0.000000 0.000000 0.999993 1.000000 1.000000
22.940000 0.000000 0.000000 0.999993 1.000000 1.000000
22.950000 0.000000 0.000000 0.999993 1.000000 1.000000
22.960000 0.000000 0.000000 0.999993 1.000000 1.000000
22.970000 0.000000 0.000000 0.999993 1.000000 1.000000
22.980000 0.000000 0.000000 0.999993 1.000000 1.000000
22.990000 0.000000 0.000000 0.999993 1.000000 1.000000
23.000000 0.000000 0.000000 0.999993 1.000000 1.000000
23.010000 0.000000 0.000000 0.999993 1.000000 1.000000
23.020000 0.000000 0.000000 0.999994 1.000000 1.000000
23.030000 0.000000 0.000000 0.999994 1.000000 1.000000
23.040000 0.000000 0.000000 0.999994 1.000000 1.000000
23.050000 0.000000 0.000000 0.999994 1.000000 1.000000
23.060000 0.000000 0.000000 0.999994 1.000000 1.000000
23.070000 0.000000 0.000000 0.999994 1.000000 1.000000
23.080000 0.000000 0.000000 0.999994 1.000000 1.000000
23.090000 0.000000 0.000000 0.999994 1.000000 1.000000
23.100000 0.000000 0.000000 0.999994 1.000000 1.000000
23.110000 0.000000 0.000000 0.999994 1.000000 1.000000
23.120000 0.000000 0.000000 0.999994 1.000000 1.000000
23.130000 0.000000 0.000000 0.999994 1.000000 1.000000
23.140000 0.000000 0.000000 0.999994 1.000000 1.000000
23.150000 0.000000 0.000000 0.999994 1.000000 1.000000
23.160000 0.000000 0.000000 0.999994 1.000000 1.000000
23.170000 0.000000 0.000000 0.999994 1.000000 1.000000
23.180000 0.000000 0.000000 0.999994 1.000000 1.000000
23.190000 0.000000 0.000000 0.999994 1.000000 1.000000
